zip	city	state	latitude	longitude
27228	Bynum	NC	35.772618	-79.137819
27229	Candor	NC	35.226802	-79.791427
27229	CANDOR	NC	35.22335	-79.787623
27230	Cedar Falls	NC	35.752858	-79.731626
27231	Cedar Grove	NC	36.192187	-79.165321
27231	CEDAR GROVE	NC	36.201986	-79.166588
27233	Climax	NC	35.93224	-79.699061
27233	CLIMAX	NC	35.934512	-79.701858
27235	Colfax	NC	36.09911	-80.009479
27235	COLFAX	NC	36.100272	-80.010276
27237	Cumnock	NC	35.554722	-79.238056
27239	Denton	NC	35.61756	-80.11092
27239	DENTON	NC	35.619567	-80.095926
27242	Eagle Springs	NC	35.331358	-79.629491
27242	EAGLE SPRINGS	NC	35.335957	-79.630983
27243	Efland	NC	36.069418	-79.20442
27243	EFLAND	NC	36.091166	-79.188415
27244	Elon	NC	36.135017	-79.505282
27244	ELON COLLEGE	NC	36.146638	-79.502334
27247	Ether	NC	35.430675	-79.787081
27248	Franklinville	NC	35.749129	-79.701339
27248	FRANKLINVILLE	NC	35.791739	-79.713178
27249	Gibsonville	NC	36.127366	-79.587855
27249	GIBSONVILLE	NC	36.118304	-79.568454
27252	Goldston	NC	35.554892	-79.346266
27252	GOLDSTON	NC	35.56428	-79.33852
27253	Graham	NC	36.023611	-79.366835
27253	GRAHAM	NC	36.030967	-79.381384
27256	Gulf	NC	35.562337	-79.279304
27258	Haw River	NC	36.061861	-79.339937
27258	HAW RIVER	NC	36.055085	-79.334557
27259	Highfalls	NC	35.460991	-79.57031
27260	High Point	NC	35.968678	-80.000592
27260	HIGH POINT	NC	35.959313	-80.011673
27261	High Point	NC	35.975341	-79.999493
27262	High Point	NC	35.95602	-80.04072
27262	HIGH POINT	NC	35.973406	-80.010677
27263	High Point	NC	35.90802	-79.98012
27263	ARCHDALE	NC	35.910757	-79.961764
27264	High Point	NC	35.980506	-79.995827
27265	High Point	NC	36.011602	-80.001458
27265	HIGH POINT	NC	36.003584	-80.003571
27268	High Point	NC	36.011602	-80.001458
27278	Hillsborough	NC	36.07458	-79.07766
27278	HILLSBOROUGH	NC	36.07558	-79.091416
27281	Jackson Springs	NC	35.2203	-79.61082
27281	JACKSON SPRINGS	NC	35.225941	-79.668535
27282	Jamestown	NC	35.999796	-79.93165
27282	JAMESTOWN	NC	35.998993	-79.929286
27283	Julian	NC	35.954535	-79.637459
27283	JULIAN	NC	35.95429	-79.638629
27284	Kernersville	NC	36.11629	-80.092145
27284	KERNERSVILLE	NC	36.116534	-80.083115
27285	Kernersville	NC	36.11372	-80.077061
27288	Eden	NC	36.48372	-79.79136
27288	EDEN	NC	36.500003	-79.758998
27289	Eden	NC	36.50439	-79.741267
27291	Leasburg	NC	36.416444	-79.191618
27291	LEASBURG	NC	36.415113	-79.194188
27292	Lexington	NC	35.8257	-80.27766
27292	LEXINGTON	NC	35.82306	-80.262049
27293	Lexington	NC	35.859259	-80.257858
27294	Lexington	NC	35.821157	-80.250582
27295	Lexington	NC	35.809988	-80.258118
27298	Liberty	NC	35.896446	-79.506774
27298	LIBERTY	NC	35.872878	-79.582144
27299	Linwood	NC	35.789855	-80.37954
27299	LINWOOD	NC	35.75623	-80.374895
27301	McLeansville	NC	36.113388	-79.673916
27301	MC LEANSVILLE	NC	36.116291	-79.668388
27302	Mebane	NC	36.089915	-79.285944
27302	MEBANE	NC	36.097862	-79.271895
27305	Milton	NC	36.514063	-79.220757
27305	MILTON	NC	36.515784	-79.208699
27306	Mount Gilead	NC	35.26944	-79.974
27306	MOUNT GILEAD	NC	35.227447	-79.98709
27310	Oak Ridge	NC	36.165515	-79.983154
27310	OAK RIDGE	NC	36.167315	-79.980366
27311	Pelham	NC	36.477171	-79.47129
27311	PELHAM	NC	36.489912	-79.473605
27312	Pittsboro	NC	35.765336	-79.136415
27312	PITTSBORO	NC	35.769436	-79.175509
27313	Pleasant Garden	NC	35.952898	-79.757191
27313	PLEASANT GARDEN	NC	35.952243	-79.754943
27314	Prospect Hill	NC	36.29346	-79.197593
27314	PROSPECT HILL	NC	36.293195	-79.215644
27315	Providence	NC	36.516305	-79.428083
27315	PROVIDENCE	NC	36.48314	-79.36306
27316	Ramseur	NC	35.70312	-79.6242
27316	COLERIDGE	NC	35.708349	-79.635101
27317	Randleman	NC	35.84166	-79.81602
27317	RANDLEMAN	NC	35.848805	-79.801794
27320	Reidsville	NC	36.3528	-79.6182
27320	REIDSVILLE	NC	36.343209	-79.664212
27323	Reidsville	NC	36.315993	-79.658545
27325	Robbins	NC	35.429683	-79.581817
27325	ROBBINS	NC	35.452839	-79.582034
27326	Ruffin	NC	36.4491	-79.58946
27326	RUFFIN	NC	36.442763	-79.560551
27330	Sanford	NC	35.459277	-79.168611
27330	COLON	NC	35.464148	-79.176446
27331	Sanford	NC	35.474935	-79.182583
27332	Sanford	NC	35.462395	-79.172874
27340	Saxapahaw	NC	35.950403	-79.319706
27341	Seagrove	NC	35.398446	-79.783082
27341	SEAGROVE	NC	35.528309	-79.69787
27342	Sedalia	NC	36.077179	-79.624155
27343	Semora	NC	36.513121	-79.083162
27343	SEMORA	NC	36.511414	-79.094168
27344	Siler City	NC	35.72346	-79.42542
27344	SILER CITY	NC	35.735392	-79.456624
27349	Snow Camp	NC	35.915033	-79.427355
27349	SNOW CAMP	NC	35.906583	-79.427893
27350	Sophia	NC	35.817055	-79.892763
27350	SOPHIA	NC	35.829845	-79.898634
27351	Southmont	NC	35.670001	-80.268009
27355	Staley	NC	35.805737	-79.536595
27355	STALEY	NC	35.801485	-79.584391
27356	Star	NC	35.397694	-79.785044
27356	STAR	NC	35.421113	-79.782607
27357	Stokesdale	NC	36.239862	-79.981948
27357	STOKESDALE	NC	36.255217	-79.970528
27358	Summerfield	NC	36.202103	-79.89612
27358	SUMMERFIELD	NC	36.224454	-79.890136
27359	Swepsonville	NC	36.034143	-79.368377
27360	Thomasville	NC	35.880803	-80.083016
27360	THOMASVILLE	NC	35.87128	-80.09128
27361	Thomasville	NC	35.876008	-80.099679
27370	Trinity	NC	35.868794	-79.948733
27370	TRINITY	NC	35.842949	-79.990206
27371	Troy	NC	35.36766	-79.85814
27371	TROY	NC	35.377702	-79.909252
27373	Wallburg	NC	36.012769	-80.139199
27374	Welcome	NC	35.907696	-80.254417
27375	Wentworth	NC	36.336122	-79.653008
27376	West End	NC	35.24964	-79.52916
27376	WEST END	NC	35.251239	-79.53598
27377	Whitsett	NC	36.035608	-79.602646
27377	WHITSETT	NC	36.032981	-79.597151
27379	Yanceyville	NC	36.404814	-79.335765
27379	YANCEYVILLE	NC	36.390695	-79.346485
27401	Greensboro	NC	36.068126	-79.770814
27401	GREENSBORO	NC	36.069741	-79.768151
27402	Greensboro	NC	36.071757	-79.791027
27403	Greensboro	NC	36.06576	-79.822871
27403	GREENSBORO	NC	36.064147	-79.820181
27404	Greensboro	NC	36.084834	-79.83277
27405	Greensboro	NC	36.11058	-79.7406
27405	GREENSBORO	NC	36.121408	-79.7733
27406	Greensboro	NC	36.021374	-79.767916
27406	GREENSBORO	NC	36.021969	-79.782058
27407	Greensboro	NC	36.01266	-79.86996
27407	GREENSBORO	NC	36.033442	-79.862647
27408	Greensboro	NC	36.106359	-79.817365
27408	GREENSBORO	NC	36.1064	-79.816531
27409	Greensboro	NC	36.093667	-79.927798
27409	GREENSBORO	NC	36.077683	-79.908602
27410	Greensboro	NC	36.098395	-79.885035
27410	GREENSBORO	NC	36.103164	-79.879365
27411	Greensboro	NC	36.074246	-79.77639
27412	Greensboro	NC	36.065665	-79.806545
27413	Greensboro	NC	36.068728	-79.810276
27415	Greensboro	NC	36.078926	-79.645808
27416	Greensboro	NC	36.002309	-79.764089
27417	Greensboro	NC	36.067592	-79.952645
27419	Greensboro	NC	35.979131	-79.708835
27420	Greensboro	NC	36.064672	-79.843907
27425	Greensboro	NC	36.127293	-79.942762
27427	Greensboro	NC	36.068902	-79.766618
27429	Greensboro	NC	36.093454	-79.812745
27435	Greensboro	NC	36.064515	-79.826975
27438	Greensboro	NC	36.055746	-79.804258
27455	Greensboro	NC	36.155085	-79.814163
27495	Greensboro	NC	36.108616	-79.737907
27497	Greensboro	NC	36.0442	-79.8599
27498	Greensboro	NC	36.072005	-79.767906
27499	Greensboro	NC	36.070576	-79.766148
27501	Angier	NC	35.510553	-78.742398
27501	ANGIER	NC	35.489725	-78.724931
27502	Apex	NC	35.711653	-78.81965
27502	APEX	NC	35.722504	-78.840816
27503	Bahama	NC	36.157869	-78.899222
27503	BAHAMA	NC	36.156581	-78.890284
27504	Benson	NC	35.39415	-78.54782
27504	BENSON	NC	35.403661	-78.54213
27505	Broadway	NC	35.459283	-79.053129
27505	BROADWAY	NC	35.418088	-79.043547
27506	Buies Creek	NC	35.406789	-78.738203
27507	Bullock	NC	36.361513	-78.529433
27507	BULLOCK	NC	36.507642	-78.56458
27508	Bunn	NC	35.96854	-78.194646
27509	Butner	NC	36.138357	-78.757582
27509	BUTNER	NC	36.135939	-78.7636
27510	Carrboro	NC	35.915484	-79.078537
27510	CARRBORO	NC	35.912409	-79.081832
27511	Cary	NC	35.758852	-78.780766
27511	CARY	NC	35.764119	-78.778568
27512	Cary	NC	35.76797	-78.798984
27513	Cary	NC	35.80541	-78.797679
27513	CARY	NC	35.795642	-78.794061
27514	Chapel Hill	NC	35.934949	-79.037474
27514	CHAPEL HILL	NC	35.920322	-79.037189
27515	Chapel Hill	NC	35.910217	-79.054608
27516	Chapel Hill	NC	35.917785	-79.121025
27516	CHAPEL HILL	NC	35.916175	-79.099867
27517	Chapel Hill	NC	35.938902	-79.040688
27518	Cary	NC	35.756619	-78.78153
27519	Cary	NC	35.785409	-78.779645
27520	Clayton	NC	35.636282	-78.444815
27520	CLAYTON	NC	35.63484	-78.451013
27521	Coats	NC	35.410283	-78.672574
27521	COATS	NC	35.40822	-78.662704
27522	Creedmoor	NC	36.120342	-78.690685
27522	CREEDMOOR	NC	36.112433	-78.647587
27523	Apex	NC	35.713062	-78.823781
27524	Four Oaks	NC	35.448202	-78.425508
27524	FOUR OAKS	NC	35.404017	-78.415282
27525	Franklinton	NC	36.096252	-78.452456
27525	FRANKLINTON	NC	36.095505	-78.448618
27526	Fuquay Varina	NC	35.59854	-78.78432
27526	FUQUAY VARINA	NC	35.579952	-78.790807
27527	Clayton	NC	35.650556	-78.456667
27528	Clayton	NC	35.636854	-78.447613
27529	Garner	NC	35.684813	-78.60826
27529	GARNER	NC	35.681254	-78.597527
27530	Goldsboro	NC	35.37996	-78.09786
27530	GRANTHAM	NC	35.382585	-78.015813
27531	Goldsboro	NC	35.38	-77.99
27531	SEYMOUR JOHNSON	NC	35.352611	-77.964312
27532	Goldsboro	NC	35.381183	-77.953396
27533	Goldsboro	NC	35.383574	-77.951066
27534	Goldsboro	NC	35.370546	-77.930853
27534	GOLDSBORO	NC	35.36643	-77.922069
27536	Henderson	NC	36.32869	-78.404636
27536	HENDERSON	NC	36.330068	-78.398086
27537	Henderson	NC	36.326401	-78.405647
27539	Apex	NC	35.712518	-78.823489
27540	Holly Springs	NC	35.623511	-78.834978
27540	HOLLY SPRINGS	NC	35.626263	-78.845816
27541	Hurdle Mills	NC	36.2026	-79.074166
27541	HURDLE MILLS	NC	36.251788	-79.08266
27542	Kenly	NC	35.590858	-78.122283
27542	KENLY	NC	35.607742	-78.138227
27543	Kipling	NC	35.481055	-78.821646
27544	Kittrell	NC	36.22316	-78.440172
27544	KITTRELL	NC	36.204175	-78.424073
27545	Knightdale	NC	35.787687	-78.483413
27545	KNIGHTDALE	NC	35.778926	-78.489814
27546	Lillington	NC	35.397219	-78.813484
27546	LILLINGTON	NC	35.331954	-78.921223
27549	Louisburg	NC	36.089778	-78.299777
27549	LOUISBURG	NC	36.05781	-78.258625
27551	Macon	NC	36.434413	-78.002225
27551	MACON	NC	36.444697	-77.998709
27552	Mamers	NC	35.42006	-78.934329
27553	Manson	NC	36.46878	-78.29238
27553	MANSON	NC	36.460264	-78.29525
27555	Micro	NC	35.563044	-78.205283
27556	Middleburg	NC	36.35508	-78.399025
27557	Middlesex	NC	35.791243	-78.189798
27557	MIDDLESEX	NC	35.766499	-78.206162
27559	Moncure	NC	35.671783	-79.17059
27559	MONCURE	NC	35.630615	-79.083915
27560	Morrisville	NC	35.825795	-78.836037
27560	MORRISVILLE	NC	35.834371	-78.846594
27562	New Hill	NC	35.697919	-78.934428
27562	NEW HILL	NC	35.680877	-78.936534
27563	Norlina	NC	36.445548	-78.194509
27563	NORLINA	NC	36.475364	-78.189455
27565	Oxford	NC	36.309269	-78.591202
27565	OXFORD	NC	36.331269	-78.613433
27568	Pine Level	NC	35.50587	-78.243484
27569	Princeton	NC	35.464515	-78.162907
27569	PRINCETON	NC	35.455833	-78.167368
27570	Ridgeway	NC	36.433158	-78.236769
27571	Rolesville	NC	35.923393	-78.456423
27571	ROLESVILLE	NC	35.915575	-78.465843
27572	Rougemont	NC	36.196439	-79.007426
27572	ROUGEMONT	NC	36.239251	-78.901867
27573	Roxboro	NC	36.393107	-78.985483
27573	ROXBORO	NC	36.405902	-78.973698
27574	Roxboro	NC	36.391284	-78.989423
27576	Selma	NC	35.541368	-78.284629
27576	SELMA	NC	35.556531	-78.264025
27577	Smithfield	NC	35.512172	-78.347308
27577	SMITHFIELD	NC	35.50684	-78.347866
27581	Stem	NC	36.200116	-78.724476
27581	STEM	NC	36.21004	-78.70012
27582	Stovall	NC	36.448628	-78.569712
27583	Timberlake	NC	36.23463	-78.965713
27583	TIMBERLAKE	NC	36.291763	-78.935287
27584	Townsville	NC	36.496145	-78.423856
27586	Vaughan	NC	36.426794	-78.004293
27587	Wake Forest	NC	35.963417	-78.51658
27587	WAKE FOREST	NC	35.981544	-78.539213
27588	Wake Forest	NC	35.967355	-78.517816
27589	Warrenton	NC	36.39716	-78.151699
27589	WARRENTON	NC	36.353944	-78.159389
27591	Wendell	NC	35.792984	-78.387755
27591	WENDELL	NC	35.797964	-78.392601
27592	Willow Spring	NC	35.568335	-78.70681
27592	WILLOW SPRING	NC	35.547031	-78.671738
27593	Wilsons Mills	NC	35.604395	-78.341248
27594	Wise	NC	36.485467	-78.171513
27596	Youngsville	NC	36.025816	-78.467462
27596	YOUNGSVILLE	NC	36.007782	-78.441198
27597	Zebulon	NC	35.845905	-78.338439
27597	ZEBULON	NC	35.832078	-78.317368
27599	Chapel Hill	NC	35.928939	-79.040693
27601	Raleigh	NC	35.772749	-78.635142
27601	RALEIGH	NC	35.772701	-78.632439
27602	Raleigh	NC	35.747883	-78.637225
27603	Raleigh	NC	35.714307	-78.660593
27603	RALEIGH	NC	35.707569	-78.656265
27604	Raleigh	NC	35.86662	-78.5319
27604	RALEIGH	NC	35.833407	-78.579949
27605	Raleigh	NC	35.790341	-78.653956
27605	RALEIGH	NC	35.790795	-78.653025
27606	Raleigh	NC	35.754707	-78.722559
27606	RALEIGH	NC	35.764499	-78.711189
27607	Raleigh	NC	35.804021	-78.697656
27607	RALEIGH	NC	35.801385	-78.687747
27608	Raleigh	NC	35.81003	-78.645013
27608	RALEIGH	NC	35.807746	-78.646277
27609	Raleigh	NC	35.84172	-78.63252
27609	RALEIGH	NC	35.847989	-78.631654
27610	Raleigh	NC	35.761643	-78.583787
27610	RALEIGH	NC	35.766674	-78.60076
27611	Raleigh	NC	35.720263	-78.733806
27612	Raleigh	NC	35.856914	-78.689606
27612	RALEIGH	NC	35.851997	-78.684119
27613	Raleigh	NC	35.902051	-78.707118
27613	RALEIGH	NC	35.894932	-78.705059
27614	Raleigh	NC	35.938157	-78.631847
27614	RALEIGH	NC	35.945711	-78.643339
27615	Raleigh	NC	35.889314	-78.637839
27615	RALEIGH	NC	35.888744	-78.639277
27616	Raleigh	NC	35.863033	-78.535615
27617	Raleigh	NC	35.877636	-78.743481
27619	Raleigh	NC	35.854221	-78.628804
27620	Raleigh	NC	35.765078	-78.587276
27621	Raleigh	NC	35.774204	-78.634732
27622	Raleigh	NC	35.850683	-78.692667
27623	Raleigh	NC	35.859066	-78.790232
27624	Raleigh	NC	35.845056	-78.634253
27625	Raleigh	NC	35.821341	-78.57084
27626	Raleigh	NC	35.777685	-78.634524
27627	Raleigh	NC	35.772008	-78.713778
27628	Raleigh	NC	35.804185	-78.64556
27629	Raleigh	NC	35.819644	-78.572747
27634	Raleigh	NC	35.779441	-78.638863
27635	Raleigh	NC	35.817935	-78.572329
27636	Raleigh	NC	35.792686	-78.691052
27640	Raleigh	NC	35.786086	-78.638689
27650	Raleigh	NC	35.787729	-78.662621
27656	Raleigh	NC	35.848805	-78.692264
27658	Raleigh	NC	35.850975	-78.593286
27661	Raleigh	NC	35.8974	-78.561539
27668	Raleigh	NC	35.842959	-78.634483
27675	Raleigh	NC	35.904343	-78.742412
27676	Raleigh	NC	35.772367	-78.634536
27690	Raleigh	NC	35.834281	-78.666486
27695	Raleigh	NC	35.803047	-78.713095
27697	Raleigh	NC	35.778849	-78.623747
27698	Raleigh	NC	35.772821	-78.639812
27699	Raleigh	NC	35.670641	-78.663729
27701	Durham	NC	35.9989	-78.899063
27701	DURHAM	NC	35.996725	-78.896613
27702	Durham	NC	36.052515	-78.879485
27703	Durham	NC	35.973771	-78.838515
27703	DURHAM	NC	35.978122	-78.843874
27704	Durham	NC	36.034161	-78.869276
27704	DURHAM	NC	36.038297	-78.876437
27705	Durham	NC	36.017812	-78.948419
27705	DURHAM	NC	36.021846	-78.947776
27706	Durham	NC	35.99683	-78.937993
27706	DURHAM	NC	36.002427	-78.937524
27707	Durham	NC	35.964557	-78.940527
27707	DURHAM	NC	35.963076	-78.931484
27708	Durham	NC	35.997189	-78.938612
27709	Durham	NC	35.9138	-78.848911
27710	Durham	NC	36.001767	-78.940724
27711	Durham	NC	35.916201	-78.867468
27712	Durham	NC	36.086887	-78.923696
27712	DURHAM	NC	36.091779	-78.929919
27713	Durham	NC	35.916567	-78.917612
27713	RESEARCH TRIANGL	NC	35.916105	-78.916641
27715	Durham	NC	36.013683	-78.959137
27717	Durham	NC	35.956235	-78.95163
27722	Durham	NC	35.996965	-78.899565
27801	Rocky Mount	NC	35.9541	-77.75184
27801	ROCKY MOUNT	NC	35.94265	-77.760816
27802	Rocky Mount	NC	35.863709	-77.84019
27803	Rocky Mount	NC	35.930266	-77.833897
27803	ROCKY MOUNT	NC	35.923784	-77.835022
27804	Rocky Mount	NC	35.974314	-77.831514
27804	WESLEYAN COLLEGE	NC	35.979634	-77.827543
27805	Aulander	NC	36.10166	-77.04393
27805	AULANDER	NC	36.147452	-77.114086
27806	Aurora	NC	35.301628	-76.789234
27806	AURORA	NC	35.302282	-76.799448
27807	Bailey	NC	35.781949	-78.11279
27807	BAILEY	NC	35.807167	-78.089226
27808	Bath	NC	35.475087	-76.812065
27808	BATH	NC	35.470161	-76.771531
27809	Battleboro	NC	36.048686	-77.749014
27809	BATTLEBORO	NC	35.84387	-77.431107
27810	Belhaven	NC	35.540971	-76.618888
27810	BELHAVEN	NC	35.520493	-76.623574
27811	Bellarthur	NC	35.583071	-77.490491
27812	Bethel	NC	35.806779	-77.378225
27812	BETHEL	NC	35.790885	-77.374765
27813	Black Creek	NC	35.655977	-77.939568
27814	Blounts Creek	NC	35.369891	-76.922419
27814	BLOUNTS CREEK	NC	35.382029	-76.925004
27815	Rocky Mount	NC	35.93523	-77.775237
27816	Castalia	NC	36.100785	-78.065444
27816	CASTALIA	NC	36.090124	-78.070452
27817	Chocowinity	NC	35.516589	-77.104743
27817	CHOCOWINITY	NC	35.481409	-77.086801
27818	Como	NC	36.505558	-77.01177
27818	COMO	NC	36.497818	-77.051526
27819	Conetoe	NC	35.818553	-77.457634
27820	Conway	NC	36.441291	-77.256965
27820	CONWAY	NC	36.416382	-77.250243
27821	Edward	NC	35.329294	-76.89263
27821	EDWARD	NC	35.323588	-76.879388
27822	Elm City	NC	35.804683	-77.8615
27822	ELM CITY	NC	35.810954	-77.856032
27823	Enfield	NC	36.175831	-77.66663
27823	ENFIELD	NC	36.197331	-77.712907
27824	Engelhard	NC	35.53332	-76.0377
27824	MIDDLETOWN	NC	35.49806	-76.037434
27825	Everetts	NC	35.831579	-77.172397
27826	Fairfield	NC	35.573676	-76.242516
27826	FAIRFIELD	NC	35.565873	-76.231768
27827	Falkland	NC	35.698881	-77.513436
27828	Farmville	NC	35.59328	-77.588657
27828	FARMVILLE	NC	35.580606	-77.579303
27829	Fountain	NC	35.675909	-77.63764
27829	FOUNTAIN	NC	35.669436	-77.621448
27830	Fremont	NC	35.54286	-77.96502
27830	EUREKA	NC	35.518558	-77.996302
27831	Garysburg	NC	36.474201	-77.596465
27831	GARYSBURG	NC	36.476147	-77.571905
27832	Gaston	NC	36.488044	-77.622501
27832	GASTON	NC	36.51153	-77.682379
27833	Greenville	NC	35.597011	-77.375799
27834	Greenville	NC	35.62638	-77.43858
27834	GREENVILLE	NC	35.619221	-77.397542
27835	Greenville	NC	35.607	-77.371771
27836	Greenville	NC	35.603283	-77.359478
27837	Grimesland	NC	35.5767	-77.23509
27837	GRIMESLAND	NC	35.558005	-77.256612
27839	Halifax	NC	36.326599	-77.587407
27839	HALIFAX	NC	36.30492	-77.560725
27840	Hamilton	NC	35.943055	-77.207183
27840	HAMILTON	NC	35.944119	-77.21762
27841	Hassell	NC	35.905492	-77.27888
27842	Henrico	NC	36.524061	-77.869673
27842	HENRICO	NC	36.527409	-77.854625
27843	Hobgood	NC	35.983532	-77.442885
27843	HOBGOOD	NC	36.004281	-77.436959
27844	Hollister	NC	36.246667	-77.956944
27844	HOLLISTER	NC	36.25898	-77.931916
27845	Jackson	NC	36.39328	-77.420095
27845	JACKSON	NC	36.386984	-77.468144
27846	Jamesville	NC	35.810294	-76.905822
27846	JAMESVILLE	NC	35.78385	-76.898332
27847	Kelford	NC	36.181279	-77.218678
27847	KELFORD	NC	36.199173	-77.259214
27848	LASKER	NC	36.376664	-77.348266
27849	Lewiston Woodville	NC	36.08826	-77.22966
27849	LEWISTON WOODVIL	NC	36.134416	-77.206631
27850	Littleton	NC	36.517439	-77.947612
27850	LITTLETON	NC	36.416877	-77.852815
27851	Lucama	NC	35.634649	-78.012797
27851	LUCAMA	NC	35.641504	-78.019687
27852	Macclesfield	NC	35.7783	-77.58762
27852	CRISP	NC	35.773741	-77.596442
27853	Margarettsville	NC	36.525209	-77.292806
27853	MARGARETTSVILLE	NC	36.524494	-77.325997
27855	Murfreesboro	NC	36.437143	-77.097324
27855	MURFREESBORO	NC	36.43192	-77.102696
27856	Nashville	NC	35.965691	-77.958946
27856	NASHVILLE	NC	35.98428	-77.959485
27857	Oak City	NC	35.949714	-77.257056
27857	OAK CITY	NC	35.959736	-77.300362
27858	Greenville	NC	35.589407	-77.351275
27858	GREENVILLE	NC	35.586567	-77.348505
27859	PALMYRA	NC	36.106268	-77.364288
27860	Pantego	NC	35.632234	-76.714103
27860	PANTEGO	NC	35.620058	-76.698848
27861	Parmele	NC	35.820935	-77.312517
27862	Pendleton	NC	36.493067	-77.188974
27862	PENDLETON	NC	36.493676	-77.191112
27863	Pikeville	NC	35.492476	-77.9833
27863	PIKEVILLE	NC	35.49289	-77.957787
27864	Pinetops	NC	35.790476	-77.641917
27864	PINETOPS	NC	35.819611	-77.691952
27865	Pinetown	NC	35.6062	-76.82886
27865	PINETOWN	NC	35.57576	-76.807565
27866	Pleasant Hill	NC	36.525713	-77.514848
27866	PLEASANT HILL	NC	36.521246	-77.519217
27867	Potecasi	NC	36.361074	-77.238158
27868	Red Oak	NC	36.038485	-77.90884
27869	Rich Square	NC	36.270766	-77.286338
27869	RICH SQUARE	NC	36.277256	-77.296947
27870	Roanoke Rapids	NC	36.45143	-77.655125
27870	ROANOKE RAPIDS	NC	36.446146	-77.67306
27871	Robersonville	NC	35.822151	-77.25192
27871	ROBERSONVILLE	NC	35.821797	-77.26004
27872	Roxobel	NC	36.200834	-77.243084
27872	ROXOBEL	NC	36.194464	-77.227061
27873	Saratoga	NC	35.65508	-77.770318
27873	SARATOGA	NC	35.662778	-77.767613
27874	Scotland Neck	NC	36.130304	-77.420567
27874	SCOTLAND NECK	NC	36.130141	-77.427274
27875	Scranton	NC	35.581105	-76.448894
27875	SCRANTON	NC	35.525039	-76.491706
27876	Seaboard	NC	36.487659	-77.441965
27876	SEABOARD	NC	36.488552	-77.411306
27877	Severn	NC	36.514701	-77.191721
27878	Sharpsburg	NC	35.866422	-77.837357
27879	Simpson	NC	35.573583	-77.27961
27880	Sims	NC	35.734926	-78.100591
27880	SIMS	NC	35.74351	-78.085854
27881	Speed	NC	35.897439	-77.542637
27882	Spring Hope	NC	35.938033	-78.119372
27882	SPRING HOPE	NC	35.930193	-78.1085
27883	Stantonsburg	NC	35.603896	-77.818704
27883	STANTONSBURG	NC	35.593998	-77.837773
27884	Stokes	NC	35.716698	-77.269611
27884	STOKES	NC	35.710402	-77.272178
27885	Swanquarter	NC	35.40627	-76.277705
27885	SWANQUARTER	NC	35.422207	-76.287521
27886	Tarboro	NC	35.89866	-77.55822
27886	TARBORO	NC	35.898257	-77.542067
27887	Tillery	NC	36.254271	-77.487612
27888	Walstonburg	NC	35.581146	-77.704479
27888	WALSTONBURG	NC	35.588204	-77.698336
27889	Washington	NC	35.549639	-77.039376
27889	WASHINGTON	NC	35.588392	-77.140356
27890	Weldon	NC	36.420265	-77.609569
27890	WELDON	NC	36.420643	-77.60346
27891	Whitakers	NC	36.101004	-77.723888
27891	WHITAKERS	NC	36.075797	-77.716743
27892	Williamston	NC	35.73168	-77.1141
27892	WILLIAMSTON	NC	35.660154	-77.048344
27893	Wilson	NC	35.73252	-77.920181
27893	WILSON	NC	35.727022	-77.922733
27894	Wilson	NC	35.732528	-77.925919
27895	Wilson	NC	35.759935	-77.943394
27896	Wilson	NC	35.75562	-77.944711
27897	Woodland	NC	36.3249	-77.19906
27897	GEORGE	NC	36.320465	-77.197782
27906	Elizabeth City	NC	36.286618	-76.216871
27907	Elizabeth City	NC	36.292677	-76.221442
27909	Elizabeth City	NC	36.29501	-76.233334
27909	ELIZABETH CITY	NC	36.295051	-76.244548
27910	Ahoskie	NC	36.288186	-76.984827
27910	AHOSKIE	NC	36.295737	-76.996632
27915	Avon	NC	35.349432	-75.50184
27916	Aydlett	NC	36.30268	-75.909091
27916	AYDLETT	NC	36.304469	-75.902914
27917	Barco	NC	36.359337	-75.990261
27917	BARCO	NC	36.358778	-75.979284
27919	Belvidere	NC	36.31481	-76.515448
27919	BELVIDERE	NC	36.309644	-76.543586
27920	Buxton	NC	35.265883	-75.52871
27921	Camden	NC	36.294916	-76.149146
27921	CAMDEN	NC	36.324985	-76.150002
27922	Cofield	NC	36.316047	-76.856572
27922	COFIELD	NC	36.333316	-76.874568
27923	Coinjock	NC	36.341401	-75.93715
27923	COINJOCK	NC	36.375064	-75.934012
27924	Colerain	NC	36.180756	-76.848835
27924	COLERAIN	NC	36.190083	-76.854799
27925	Columbia	NC	35.921365	-76.252726
27925	COLUMBIA	NC	35.905664	-76.234481
27926	Corapeake	NC	36.506041	-76.585151
27926	CORAPEAKE	NC	36.517946	-76.597852
27927	Corolla	NC	36.32508	-75.80922
27927	COROLLA	NC	36.320646	-75.813217
27928	Creswell	NC	35.81013	-76.45638
27928	CRESWELL	NC	35.865303	-76.419555
27929	Currituck	NC	36.416317	-76.013973
27929	CURRITUCK	NC	36.429691	-75.988399
27930	Hertford	NC	36.153029	-76.313021
27932	Edenton	NC	36.115773	-76.642747
27932	EDENTON	NC	36.090777	-76.622384
27935	Eure	NC	36.421909	-76.857501
27935	EURE	NC	36.434117	-76.846341
27936	Frisco	NC	35.238474	-75.618039
27937	Gates	NC	36.505563	-76.783424
27937	GATES	NC	36.503618	-76.764563
27938	Gatesville	NC	36.391635	-76.720068
27938	GATESVILLE	NC	36.407171	-76.732462
